Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
09-03-2020,HDFCBANK,EQ,1134.9,1110,1118.4,1065,1112,1107.3,1094.8,17210297,1.88419E+15,427518,11111864,0.6457
11-03-2020,HDFCBANK,EQ,1107.3,1105,1120,1092,1110,1113.8,1105.77,17769198,1.96486E+15,344285,12492811,0.7031
12-03-2020,HDFCBANK,EQ,1113.8,1075,1080,1003.45,1032,1021.3,1036.26,29500406,3.057E+15,503472,18695622,0.6337
13-03-2020,HDFCBANK,EQ,1021.3,980.05,1081.45,919.2,1074,1069.8,1018.3,33171603,3.37786E+15,541649,18672328,0.5629
16-03-2020,HDFCBANK,EQ,1069.8,1035,1037,995,1001.25,999.5,1013.09,15993174,1.62025E+15,430742,9357160,0.5851
17-03-2020,HDFCBANK,EQ,999.5,1008,1010,954.7,976.2,975.1,982.62,21338641,2.09678E+15,447922,11352389,0.532
18-03-2020,HDFCBANK,EQ,975.1,985,993,865,898.5,876.9,916.25,30593809,2.80314E+15,652391,18513396,0.6051
19-03-2020,HDFCBANK,EQ,876.9,847,919.95,795,904.6,895.55,857.03,33610239,2.88051E+15,632617,16243587,0.4833
20-03-2020,HDFCBANK,EQ,895.55,875,914.6,824.55,881.25,882.85,868.05,44319015,3.84711E+15,790631,18885164,0.4261
23-03-2020,HDFCBANK,EQ,882.85,794.6,838.75,765,778.9,771.55,784.5,25142273,1.97241E+15,590210,15218583,0.6053
24-03-2020,HDFCBANK,EQ,771.55,795.25,810,738.75,774.8,767.7,775.82,30528676,2.36847E+15,634897,15424639,0.5053
25-03-2020,HDFCBANK,EQ,767.7,770.45,867.45,755.25,863,856.75,803.92,23614449,1.89841E+15,608039,10925368,0.4627
26-03-2020,HDFCBANK,EQ,856.75,870.1,937.7,841,898,901.1,898.62,28521681,2.56301E+15,627160,12010671,0.4211
27-03-2020,HDFCBANK,EQ,901.1,944.95,988.65,872.1,900,904.45,923.14,27619436,2.54967E+15,651440,9442614,0.3419
30-03-2020,HDFCBANK,EQ,904.45,880,887,828,831,831.65,858.48,19634313,1.68557E+15,491743,9022080,0.4595
31-03-2020,HDFCBANK,EQ,831.65,853.8,873.6,838,857.95,861.9,854.73,17605997,1.50484E+15,411360,8065907,0.4581
01-04-2020,HDFCBANK,EQ,861.9,863.85,863.85,820,829.55,829.65,831.99,14551758,1.21069E+15,354947,5957515,0.4094
03-04-2020,HDFCBANK,EQ,829.65,843,844,810,811,813.85,825.26,17499063,1.44413E+15,392455,8690196,0.4966
07-04-2020,HDFCBANK,EQ,813.85,874,907.3,845.35,895.8,896.1,871.57,30206626,2.63273E+15,475198,17083041,0.5655
08-04-2020,HDFCBANK,EQ,896.1,879.95,945,866.1,888.7,888.9,902.09,28109877,2.53576E+15,503019,11952742,0.4252
09-04-2020,HDFCBANK,EQ,888.9,913,930.9,890,922.1,925.05,913.38,22229012,2.03035E+15,417910,7759278,0.3491
13-04-2020,HDFCBANK,EQ,925.05,934,946.7,886.2,897.8,895.35,907.82,17079259,1.55048E+15,389148,6261962,0.3666
15-04-2020,HDFCBANK,EQ,895.35,930.5,930.5,843,865.15,863.3,885.42,28989523,2.56679E+15,517354,13261188,0.4574
16-04-2020,HDFCBANK,EQ,863.3,865,890.7,856.25,884.25,879.75,870.76,26927231,2.3447E+15,467724,12899088,0.479
17-04-2020,HDFCBANK,EQ,879.75,915,920,887.25,915.1,910.3,906.63,27941831,2.5333E+15,453652,13482185,0.4825
20-04-2020,HDFCBANK,EQ,910.3,951,960.95,935,943.3,944.85,945.7,33116614,3.13185E+15,555965,13530602,0.4086
21-04-2020,HDFCBANK,EQ,944.85,925,934,908,919.15,921.65,922.24,16589148,1.52992E+15,291815,7314644,0.4409
22-04-2020,HDFCBANK,EQ,921.65,919.15,933,907.3,929.75,928.6,920.24,19144678,1.76177E+15,258479,10177427,0.5316
23-04-2020,HDFCBANK,EQ,928.6,935,958.5,912.55,952.1,954.95,939.81,20450895,1.92199E+15,424855,9826569,0.4805
24-04-2020,HDFCBANK,EQ,954.95,933,958.4,926,937,938.05,938.02,16642831,1.56113E+15,293787,8000341,0.4807
27-04-2020,HDFCBANK,EQ,938.05,945.15,957.4,926.3,929.95,929.7,941.28,13710727,1.29057E+15,266336,6056487,0.4417
28-04-2020,HDFCBANK,EQ,929.7,943.8,943.8,922,933.3,931.4,930.5,14720773,1.36976E+15,239400,6302095,0.4281
29-04-2020,HDFCBANK,EQ,931.4,935,992.7,934.1,970.05,977.1,964.08,27939019,2.69354E+15,450180,10960329,0.3923
30-04-2020,HDFCBANK,EQ,977.1,1001.4,1019,992.1,1000,1001.8,1006.05,21897643,2.20301E+15,451072,8534959,0.3898
04-05-2020,HDFCBANK,EQ,1001.8,957.5,960,917.5,924.9,923,932.42,13361177,1.24582E+15,383166,6246738,0.4675
05-05-2020,HDFCBANK,EQ,923,938,944,908.05,914.5,911.45,928.05,14837190,1.37696E+15,298424,4848835,0.3268
06-05-2020,HDFCBANK,EQ,911.45,919,950,905.65,946.55,946.4,936.39,16893140,1.58185E+15,310813,4169602,0.2468
07-05-2020,HDFCBANK,EQ,946.4,940.5,943.3,921.35,927.3,925,930.31,10916003,1.01553E+15,226640,3399155,0.3114
08-05-2020,HDFCBANK,EQ,925,942,943.95,925.2,930,929.05,932.46,10403747,9.70107E+14,176643,3723731,0.3579
11-05-2020,HDFCBANK,EQ,929.05,937,954,914,915.9,915.8,934.32,14275392,1.33378E+15,316129,5926950,0.4152
12-05-2020,HDFCBANK,EQ,915.8,901,909.4,871.1,902.5,901.55,888.33,24784324,2.20166E+15,516512,9460568,0.3817
13-05-2020,HDFCBANK,EQ,901.55,951,960,922.1,928.95,927.65,938.46,22173554,2.0809E+15,396148,9094925,0.4102
14-05-2020,HDFCBANK,EQ,927.65,898,911,890,893.85,893.7,899.79,19777445,1.77955E+15,364023,8394283,0.4244
15-05-2020,HDFCBANK,EQ,893.7,890.5,892.4,875,888,888.15,885,12174870,1.07748E+15,280499,4280446,0.3516
18-05-2020,HDFCBANK,EQ,888.15,888,888,831.3,838,836.65,847.83,23326656,1.9777E+15,533951,10660724,0.457
19-05-2020,HDFCBANK,EQ,836.65,860.85,867.3,826.1,832.85,830.65,846.32,23730561,2.00838E+15,415550,8905443,0.3753
20-05-2020,HDFCBANK,EQ,830.65,836.45,864,832.2,863.5,857.1,844.42,20007413,1.68947E+15,359835,8748975,0.4373
21-05-2020,HDFCBANK,EQ,857.1,861.45,884,852.3,860.4,859.55,870.64,24239683,2.11041E+15,416994,10837256,0.4471
22-05-2020,HDFCBANK,EQ,859.55,850,870.3,833.05,842.65,838.85,844.52,21025849,1.77568E+15,382888,5893652,0.2803
26-05-2020,HDFCBANK,EQ,838.85,857,871.75,848.75,858,852.4,860.62,19002589,1.6354E+15,303415,7852814,0.4132
27-05-2020,HDFCBANK,EQ,852.4,859.9,909.8,857.15,901.4,903.65,881.85,28013227,2.47036E+15,388895,11070917,0.3952
28-05-2020,HDFCBANK,EQ,903.65,920,950,913.95,947.5,945.25,938.36,37744926,3.54184E+15,631552,15665889,0.415
29-05-2020,HDFCBANK,EQ,945.25,944,955,923.45,947.1,951.65,937.44,26512600,2.4854E+15,352639,10530145,0.3972
01-06-2020,HDFCBANK,EQ,951.65,975,995,966.1,984.05,987.65,987.51,19595373,1.93505E+15,294542,6299582,0.3215
02-06-2020,HDFCBANK,EQ,987.65,986.7,1005,975.2,1005,1001,993.25,20811909,2.06714E+15,312508,6647318,0.3194
03-06-2020,HDFCBANK,EQ,1001,1020,1046.25,1015.45,1023,1022.25,1029.96,25273067,2.60303E+15,336920,10366214,0.4102
04-06-2020,HDFCBANK,EQ,1022.25,1028.05,1038.95,991.1,995,1001.7,1015.67,27139478,2.75647E+15,406454,9199898,0.339
05-06-2020,HDFCBANK,EQ,1001.7,1003.1,1042.4,1002.8,1039.05,1033.35,1022.13,17598103,1.79876E+15,281754,4654447,0.2645
08-06-2020,HDFCBANK,EQ,1033.35,1060,1066.65,1006.4,1016.8,1015.9,1031.68,24906362,2.56955E+15,388541,7761480,0.3116
09-06-2020,HDFCBANK,EQ,1015.9,1020,1026.75,979.55,984.45,987.3,1004.5,30922894,3.10621E+15,417245,13311975,0.4305
10-06-2020,HDFCBANK,EQ,987.3,990,999.85,978.2,993,991.85,989.98,18248880,1.80661E+15,263364,5264844,0.2885
11-06-2020,HDFCBANK,EQ,991.85,985,988.4,965,969.3,968.6,976.14,15449142,1.50805E+15,290542,4276390,0.2768
12-06-2020,HDFCBANK,EQ,968.6,928,986.65,928,977.1,982.75,959.62,21322880,2.0462E+15,329375,5245483,0.246
15-06-2020,HDFCBANK,EQ,982.75,968,974,943,951.75,949.85,954.63,16004973,1.52788E+15,261144,5060470,0.3162
16-06-2020,HDFCBANK,EQ,949.85,975,993.95,952,989.15,990.4,978.56,22700113,2.22134E+15,318791,6682870,0.2944
17-06-2020,HDFCBANK,EQ,990.4,989,998.9,973.25,978.65,979.25,985.61,18479504,1.82137E+15,263560,3422973,0.1852
18-06-2020,HDFCBANK,EQ,979.25,980,1024.9,972,1017.6,1019.95,998.66,20435469,2.0408E+15,283491,4678708,0.229
19-06-2020,HDFCBANK,EQ,1019.95,1017.95,1043,1012.15,1032.95,1033.35,1029.14,23939324,2.4637E+15,330341,7701114,0.3217
22-06-2020,HDFCBANK,EQ,1033.35,1039.45,1045.95,1023.8,1029,1028.75,1038.22,14847321,1.54148E+15,295528,5244303,0.3532
23-06-2020,HDFCBANK,EQ,1028.75,1039,1045,1016.55,1045,1042.3,1031.23,14415640,1.48659E+15,231379,2430246,0.4377
24-06-2020,HDFCBANK,EQ,1042.3,1048.5,1057.5,1030.05,1031.95,1032.5,1043.88,19714664,2.05797E+15,356432,9101038,0.4616
25-06-2020,HDFCBANK,EQ,1032.5,1021.9,1049,1007,1035,1028.75,1026.56,35323457,3.62615E+15,361881,16081355,0.4553
26-06-2020,HDFCBANK,EQ,1028.75,1041,1063,1028,1058.5,1056.45,1041.81,19986677,2.08224E+15,346461,9752080,0.4879
29-06-2020,HDFCBANK,EQ,1056.45,1037,1082.6,1037,1075.5,1076.05,1058.38,23003725,2.43468E+15,361163,9905945,0.4306
30-06-2020,HDFCBANK,EQ,1076.05,1074,1078.55,1056.3,1066.45,1065.85,1068.09,17873316,1.90903E+15,282325,7881793,0.441
01-07-2020,HDFCBANK,EQ,1065.85,1065.85,1096,1061.3,1079.5,1084.6,1083.32,17423378,1.88751E+15,231200,5258903,0.3018
02-07-2020,HDFCBANK,EQ,1084.6,1090.3,1111.25,1085.2,1091.5,1089.4,1098.3,18477248,2.02936E+15,268683,5983962,0.3239
03-07-2020,HDFCBANK,EQ,1089.4,1093,1095.8,1070,1075.5,1073.95,1079.3,13798879,1.48932E+15,227183,5292799,0.3836
06-07-2020,HDFCBANK,EQ,1073.95,1107.95,1119.9,1100,1102.45,1103,1109.16,17779243,1.972E+15,288861,4833544,0.2719
07-07-2020,HDFCBANK,EQ,1103,1109.4,1111.7,1093.05,1104,1105.15,1101.79,12175425,1.34147E+15,191000,4042030,0.332
08-07-2020,HDFCBANK,EQ,1105.15,1107,1124.9,1105,1110.3,1110.35,1115.55,15028412,1.6765E+15,221878,5513315,0.3669
09-07-2020,HDFCBANK,EQ,1110.35,1118,1129.7,1107.25,1127,1124.95,1121.08,10057717,1.12755E+15,143088,3264951,0.3246
10-07-2020,HDFCBANK,EQ,1124.95,1117.9,1120,1099.55,1106.65,1105.1,1108.8,8781604,9.73703E+14,161321,2834396,0.3228
13-07-2020,HDFCBANK,EQ,1105.1,1109.9,1113,1071.3,1083.55,1080.25,1086.03,14961695,1.62489E+15,265343,6602916,0.4413
14-07-2020,HDFCBANK,EQ,1080.25,1062.6,1068.9,1050,1061.45,1058.85,1057.27,13306511,1.40686E+15,296972,5053772,0.3798
15-07-2020,HDFCBANK,EQ,1058.85,1070.2,1079,1050.1,1054.75,1053.15,1066.96,10487246,1.11895E+15,177552,2863921,0.2731
16-07-2020,HDFCBANK,EQ,1053.15,1053.65,1065.5,1034.1,1059.15,1062.55,1048.11,11831256,1.24005E+15,204641,3383165,0.286
17-07-2020,HDFCBANK,EQ,1062.55,1059.05,1104,1058.3,1103.35,1098.45,1080.41,14202933,1.5345E+15,217615,5625701,0.3961
20-07-2020,HDFCBANK,EQ,1098.45,1135,1152.9,1124.15,1130,1133.05,1138.35,32562064,3.70671E+15,505889,11904108,0.3656
21-07-2020,HDFCBANK,EQ,1133.05,1152.05,1157.95,1134,1139.9,1138.55,1142.37,23757768,2.71401E+15,281983,14743934,0.6206
22-07-2020,HDFCBANK,EQ,1138.55,1138.5,1144.5,1117.55,1128,1126.35,1124.94,12359024,1.39031E+15,189616,5835878,0.4722
23-07-2020,HDFCBANK,EQ,1126.35,1125,1143.9,1116.25,1129.8,1130.4,1133.04,10074805,1.14152E+15,179616,3926642,0.3897
24-07-2020,HDFCBANK,EQ,1130.4,1122.9,1122.9,1101.25,1120,1119.1,1112.21,9799222,1.08988E+15,166565,2731880,0.2788
27-07-2020,HDFCBANK,EQ,1119.1,1099.85,1103,1075.35,1079.95,1079.5,1084.25,18985167,2.05846E+15,312366,9728035,0.5124
28-07-2020,HDFCBANK,EQ,1079.5,1079,1094.4,1059.5,1084.7,1086.65,1080.9,17798330,1.92383E+15,311878,8192969,0.4603
29-07-2020,HDFCBANK,EQ,1086.65,1081,1088.5,1055.55,1065,1064.6,1072.25,16796652,1.80103E+15,303428,8529553,0.5078
30-07-2020,HDFCBANK,EQ,1064.6,1074,1083.65,1046.7,1050.45,1050.65,1064.47,13478951,1.4348E+15,251700,5513933,0.4091
31-07-2020,HDFCBANK,EQ,1050.65,1057.7,1057.7,1020.05,1033.25,1032.8,1031.43,18865230,1.94581E+15,325344,8542845,0.4528
03-08-2020,HDFCBANK,EQ,1032.8,1025.95,1026.95,993,1005.9,1002,1007.5,15891781,1.6011E+15,343632,7578040,0.4769
04-08-2020,HDFCBANK,EQ,1002,1008,1061.05,1003,1040.2,1041.65,1039.32,30153418,3.13392E+15,472527,9249672,0.3068
05-08-2020,HDFCBANK,EQ,1041.65,1047.95,1055.8,1020,1030.95,1027.55,1035.64,16610696,1.72027E+15,270414,4369897,0.2631
06-08-2020,HDFCBANK,EQ,1027.55,1037,1055,1026.25,1041.45,1040.7,1041.75,16823558,1.7526E+15,245766,4443585,0.2641
07-08-2020,HDFCBANK,EQ,1040.7,1034.85,1047.2,1020.6,1043.85,1043.85,1034.69,12418816,1.28496E+15,178249,3386521,0.2727
10-08-2020,HDFCBANK,EQ,1043.85,1044,1064,1043.8,1052,1050.65,1055.9,11086465,1.17062E+15,166247,4678342,0.422
11-08-2020,HDFCBANK,EQ,1050.65,1048.5,1071,1048.5,1070.95,1066.65,1062.91,10068150,1.07016E+15,157609,4013321,0.3986
12-08-2020,HDFCBANK,EQ,1066.65,1065,1066,1048,1063,1063.7,1057.73,10333222,1.09298E+15,158659,2929261,0.2835
13-08-2020,HDFCBANK,EQ,1063.7,1067.95,1071.35,1056.5,1060.95,1059.05,1063.05,9946370,1.05735E+15,128692,4863570,0.489
14-08-2020,HDFCBANK,EQ,1059.05,1065.9,1065.9,1027.3,1035,1034.45,1047.2,10462350,1.09562E+15,213350,3850560,0.368
17-08-2020,HDFCBANK,EQ,1034.45,1047,1047,1020.2,1034,1032.75,1031.26,9780591,1.00863E+15,175355,3980368,0.407
18-08-2020,HDFCBANK,EQ,1032.75,1028,1061.65,1022,1056.6,1056.5,1044.74,12020562,1.25583E+15,193067,3570377,0.297
19-08-2020,HDFCBANK,EQ,1056.5,1065,1069.8,1056.25,1065.95,1066.6,1063.75,8858056,9.42274E+14,157562,3705714,0.4183
20-08-2020,HDFCBANK,EQ,1066.6,1054.95,1068.95,1052,1057.35,1059,1059.3,9608591,1.01784E+15,149244,4173695,0.4344
21-08-2020,HDFCBANK,EQ,1059,1065.4,1088.8,1064.6,1085.7,1085.65,1081.52,14462237,1.56412E+15,228261,6064505,0.4193
24-08-2020,HDFCBANK,EQ,1085.65,1086,1122.95,1085.65,1114.8,1117.05,1112.49,18389929,2.04586E+15,282003,7781401,0.4231
25-08-2020,HDFCBANK,EQ,1117.05,1119,1127,1106.2,1120.75,1119.7,1116.31,13800972,1.54061E+15,206191,4584419,0.3322
26-08-2020,HDFCBANK,EQ,1119.7,1121,1131.75,1109.5,1118.5,1118.45,1118.92,12595131,1.40929E+15,164529,5444242,0.4322
27-08-2020,HDFCBANK,EQ,1118.45,1125.8,1129.9,1106.25,1114.35,1112.1,1117.89,10323015,1.154E+15,184107,4676407,0.453
28-08-2020,HDFCBANK,EQ,1112.1,1111.95,1125,1095,1117.6,1114.5,1111.75,19349069,2.15114E+15,260599,7038384,0.3638
31-08-2020,HDFCBANK,EQ,1114.5,1129.5,1148.8,1100.7,1111.65,1115.85,1126.33,19250721,2.16826E+15,267840,6487377,0.337
01-09-2020,HDFCBANK,EQ,1115.85,1128,1143.6,1108,1123.95,1127.3,1128,14438949,1.62872E+15,217329,5250820,0.3637
02-09-2020,HDFCBANK,EQ,1127.3,1124.1,1139,1120.7,1133.7,1134.15,1130.82,9880855,1.11735E+15,137409,4567066,0.4622
03-09-2020,HDFCBANK,EQ,1134.15,1137.25,1145.95,1128,1130.35,1130.9,1138.33,9916701,1.12885E+15,164687,5260793,0.5305
04-09-2020,HDFCBANK,EQ,1130.9,1110,1125.4,1104.4,1119,1119.3,1114.55,11830686,1.31859E+15,215475,5210661,0.4404
07-09-2020,HDFCBANK,EQ,1119.3,1116.3,1119.5,1099,1112,1110.5,1109.77,8807764,9.77464E+14,165759,2718102,0.3086
08-09-2020,HDFCBANK,EQ,1110.5,1114,1118.8,1103,1112.05,1112.45,1112,7312460,8.13145E+14,160085,2466163,0.3373
09-09-2020,HDFCBANK,EQ,1112.45,1101,1110,1091.25,1095.95,1096.5,1099.31,7864545,8.64555E+14,136765,3232384,0.411
10-09-2020,HDFCBANK,EQ,1096.5,1103,1104.85,1084,1091.95,1090.55,1095.11,7594209,8.31649E+14,132365,1804983,0.2377
11-09-2020,HDFCBANK,EQ,1090.55,1096.45,1104.85,1071,1080.5,1078.65,1083.3,10397545,1.12636E+15,201271,3835827,0.3689
14-09-2020,HDFCBANK,EQ,1078.65,1088,1094,1052.35,1057.05,1057.95,1073.19,10825874,1.16182E+15,215379,4580061,0.4231
15-09-2020,HDFCBANK,EQ,1057.95,1068,1076.15,1058.1,1073.7,1070.5,1066.57,8252566,8.80192E+14,147079,2743944,0.3325
16-09-2020,HDFCBANK,EQ,1070.5,1070.2,1096,1068.35,1092.5,1093.65,1084.56,9355126,1.01462E+15,169907,3577005,0.3824
17-09-2020,HDFCBANK,EQ,1093.65,1084,1094,1078,1085.5,1083.6,1087.14,9159413,9.95761E+14,130623,3060263,0.3341
18-09-2020,HDFCBANK,EQ,1083.6,1092,1092.2,1047.2,1058.9,1057.3,1068.82,11740889,1.25489E+15,194150,5051107,0.4302
21-09-2020,HDFCBANK,EQ,1057.3,1055,1071.35,1041.5,1042.1,1049.3,1058.7,9921439,1.05038E+15,206109,2978466,0.3002
22-09-2020,HDFCBANK,EQ,1049.3,1054.05,1058.15,1029.5,1038,1035.4,1042.49,9310339,9.70591E+14,218683,3226259,0.3465
23-09-2020,HDFCBANK,EQ,1035.4,1046,1055,1034.35,1048.95,1047.25,1046.38,8039935,8.41286E+14,181416,2446333,0.3043
24-09-2020,HDFCBANK,EQ,1047.25,1038,1047,1025,1030.5,1030.4,1035.26,9904895,1.02541E+15,198189,4695108,0.474
25-09-2020,HDFCBANK,EQ,1030.4,1050,1051.95,1025.65,1042.55,1044,1038.13,10160775,1.05483E+15,162790,4128006,0.4063
28-09-2020,HDFCBANK,EQ,1044,1048.95,1059,1042.65,1058,1054.2,1053.08,8076211,8.50488E+14,133937,3908991,0.484
29-09-2020,HDFCBANK,EQ,1054.2,1058,1069.9,1051,1064.4,1062.55,1059.74,6322274,6.69994E+14,106799,1803588,0.2853
30-09-2020,HDFCBANK,EQ,1062.55,1060,1086.9,1052,1078,1078.6,1070.11,9407038,1.00666E+15,226805,4038213,0.4293
01-10-2020,HDFCBANK,EQ,1078.6,1090.1,1110,1090.1,1108,1106.95,1099.6,10601566,1.16574E+15,173095,3061601,0.2888
05-10-2020,HDFCBANK,EQ,1106.95,1112,1132,1111,1112.5,1114.35,1121.66,8470109,9.50054E+14,160877,3030427,0.3578
06-10-2020,HDFCBANK,EQ,1114.35,1135.05,1148,1126.2,1143.15,1144.1,1137.63,9685997,1.10191E+15,214476,2624119,0.2709
07-10-2020,HDFCBANK,EQ,1144.1,1144.9,1164.85,1137.6,1160.5,1162.25,1154.88,10624527,1.22701E+15,210164,3580273,0.337
08-10-2020,HDFCBANK,EQ,1162.25,1180,1203,1163.35,1189.9,1191.8,1187.94,17530368,2.08251E+15,242763,9001403,0.5135
09-10-2020,HDFCBANK,EQ,1191.8,1201,1237,1191.65,1235.2,1233.55,1218.62,22486215,2.74021E+15,338324,8314015,0.3697
12-10-2020,HDFCBANK,EQ,1233.55,1231.55,1242.75,1205.6,1214.5,1213.65,1220.43,9610277,1.17287E+15,192519,2412953,0.2511
13-10-2020,HDFCBANK,EQ,1213.65,1213.4,1222.45,1195,1195.25,1198.45,1206.34,9177015,1.10706E+15,183515,3940507,0.4294
14-10-2020,HDFCBANK,EQ,1198.45,1195.55,1214.3,1175.5,1213.5,1211.5,1190.04,11291473,1.34373E+15,220645,4716259,0.4177
15-10-2020,HDFCBANK,EQ,1211.5,1214.2,1217,1164,1168.6,1169.25,1195.09,14123569,1.6879E+15,238649,6426038,0.455
16-10-2020,HDFCBANK,EQ,1169.25,1180,1203.5,1173,1203.35,1199.35,1189.99,12911559,1.53646E+15,232163,5757664,0.4459
19-10-2020,HDFCBANK,EQ,1199.35,1235,1235,1192.6,1203,1203.55,1206.93,21179884,2.55627E+15,312856,6298278,0.2974
20-10-2020,HDFCBANK,EQ,1203.55,1207.5,1227.4,1205.9,1224.6,1223.95,1218.32,13705994,1.66982E+15,278115,6665757,0.4863
21-10-2020,HDFCBANK,EQ,1223.95,1230.6,1251,1221.7,1245.25,1246.7,1238.33,17820565,2.20677E+15,311963,9474491,0.5317
22-10-2020,HDFCBANK,EQ,1246.7,1239.95,1250,1223,1232,1233.3,1237.77,10956548,1.35617E+15,269781,4980877,0.4546
23-10-2020,HDFCBANK,EQ,1233.3,1243.5,1248.45,1231.2,1236.55,1235.8,1238.33,7933126,9.82385E+14,172764,3893201,0.4908
26-10-2020,HDFCBANK,EQ,1235.8,1229.8,1242,1204.6,1216.55,1210.9,1222.29,9786023,1.19614E+15,197782,4286264,0.438
27-10-2020,HDFCBANK,EQ,1210.9,1226,1236,1197.85,1235,1233.1,1216.83,12158922,1.47953E+15,207342,5566363,0.4578
28-10-2020,HDFCBANK,EQ,1233.1,1228,1232,1201.5,1210.3,1209.6,1214.22,8285625,1.00606E+15,202965,3816626,0.4606
29-10-2020,HDFCBANK,EQ,1209.6,1200.6,1204.45,1178.5,1190.5,1187.2,1189.63,11530152,1.37167E+15,207330,4599106,0.3989
30-10-2020,HDFCBANK,EQ,1187.2,1182.55,1199.3,1176.35,1182.4,1183.55,1186.31,5761470,6.83488E+14,137766,1417497,0.246
02-11-2020,HDFCBANK,EQ,1183.55,1194.35,1225,1177.5,1216.25,1215.25,1198.51,10963040,1.31393E+15,225643,3969118,0.362
03-11-2020,HDFCBANK,EQ,1215.25,1226.45,1250.75,1225.5,1248,1247.95,1243.15,14082115,1.75062E+15,278299,7117196,0.5054
04-11-2020,HDFCBANK,EQ,1247.95,1252,1264.8,1230,1254,1257.4,1251.63,11702411,1.4647E+15,245494,4604207,0.3934
05-11-2020,HDFCBANK,EQ,1257.4,1266,1276,1252.35,1271.55,1269.2,1269.42,10716964,1.36043E+15,217902,5572211,0.5199
06-11-2020,HDFCBANK,EQ,1269.2,1266.25,1310,1265.5,1308,1307.65,1294.89,17852862,2.31174E+15,330534,8798848,0.4929
09-11-2020,HDFCBANK,EQ,1307.65,1315.2,1345.95,1315.2,1343,1340.55,1334.35,13144220,1.7539E+15,235872,4784853,0.364
10-11-2020,HDFCBANK,EQ,1340.55,1357,1395,1351.55,1393.2,1393.65,1376.45,20758678,2.85732E+15,460114,10154953,0.4892
11-11-2020,HDFCBANK,EQ,1393.65,1399.9,1414.8,1370.5,1390.15,1389.95,1393.64,18058097,2.51665E+15,319672,8274350,0.4582
12-11-2020,HDFCBANK,EQ,1389.95,1377.4,1388.55,1360,1372.85,1371.7,1373.54,13526974,1.85799E+15,315193,6233502,0.4608
13-11-2020,HDFCBANK,EQ,1371.7,1368.8,1368.8,1347,1358,1358.8,1356.21,11236240,1.52386E+15,205964,6981560,0.6213
14-11-2020,HDFCBANK,EQ,1358.8,1367.8,1374.95,1365.2,1371,1369.7,1370.51,917533,1.25749E+14,30732,211718,0.2307
17-11-2020,HDFCBANK,EQ,1369.7,1385.8,1412.6,1380.6,1408.8,1408.45,1401.66,15529950,2.17677E+15,297055,8031901,0.5172
18-11-2020,HDFCBANK,EQ,1408.45,1403,1419,1399.05,1409,1408.7,1408.6,9431388,1.32851E+15,209420,3919273,0.4156
19-11-2020,HDFCBANK,EQ,1408.7,1389.7,1399.45,1368,1370.8,1374.35,1383.36,10133441,1.40182E+15,222482,4548010,0.4488
20-11-2020,HDFCBANK,EQ,1374.35,1372.65,1408.4,1365.05,1405,1403.65,1391.31,10202681,1.41951E+15,235627,3218192,0.3154
23-11-2020,HDFCBANK,EQ,1403.65,1415,1423.65,1375.35,1397.3,1394.6,1398.55,12623318,1.76544E+15,297107,5172382,0.4097
24-11-2020,HDFCBANK,EQ,1394.6,1408,1445,1402.05,1444,1438.2,1430,20077200,2.87105E+15,341801,10998578,0.5478
25-11-2020,HDFCBANK,EQ,1438.2,1451.3,1464.4,1397,1406.5,1402.8,1431.81,12076301,1.7291E+15,310836,3864872,0.32
26-11-2020,HDFCBANK,EQ,1402.8,1415,1432,1387,1431.9,1426.65,1410.64,13971563,1.97089E+15,269679,3873907,0.2773
27-11-2020,HDFCBANK,EQ,1426.65,1431.8,1446,1415.55,1438,1440.85,1429.86,8997290,1.28648E+15,174132,2947164,0.3276
01-12-2020,HDFCBANK,EQ,1440.85,1440.85,1449,1425.5,1429.05,1433.3,1439.22,8573787,1.23396E+15,197206,4902182,0.5718
02-12-2020,HDFCBANK,EQ,1433.3,1431,1431.8,1394.8,1405.35,1406.95,1410.23,8946075,1.2616E+15,187793,4083694,0.4565
03-12-2020,HDFCBANK,EQ,1406.95,1429,1432,1374.05,1381,1377.2,1396.88,18966611,2.64941E+15,370031,8051191,0.4245
04-12-2020,HDFCBANK,EQ,1377.2,1381,1401.45,1373.3,1390.1,1385.6,1386.77,13456161,1.86606E+15,287684,6424679,0.4775
07-12-2020,HDFCBANK,EQ,1385.6,1375,1379.95,1358.1,1375.5,1372.25,1368.13,12158159,1.66339E+15,326818,5395288,0.4438
08-12-2020,HDFCBANK,EQ,1372.25,1375,1388.8,1365.15,1374.9,1376.3,1377.34,9728948,1.34E+15,239499,4036547,0.4149
09-12-2020,HDFCBANK,EQ,1376.3,1377,1410.05,1375.05,1408.5,1407.2,1395.27,11034537,1.53962E+15,283201,6142720,0.5567
10-12-2020,HDFCBANK,EQ,1407.2,1398,1402,1375.75,1387,1385.85,1386.04,9863983,1.36719E+15,253318,5410504,0.5485
11-12-2020,HDFCBANK,EQ,1385.85,1390.05,1395,1373,1382.05,1382.8,1382.89,10678192,1.47667E+15,184156,5982146,0.5602
14-12-2020,HDFCBANK,EQ,1382.8,1383,1388,1368,1369.4,1372.15,1376.22,8611025,1.18507E+15,226700,4356567,0.5059
